,body
8735,"{'neg': 0.062, 'neu': 0.937, 'pos': 0.0, 'compound': -0.296}"
8736,"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.2732}"
8737,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8738,"{'neg': 0.0, 'neu': 0.866, 'pos': 0.134, 'compound': 0.1779}"
8739,"{'neg': 0.096, 'neu': 0.756, 'pos': 0.148, 'compound': 0.3219}"
8740,"{'neg': 0.0, 'neu': 0.824, 'pos': 0.176, 'compound': 0.4574}"
8741,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8742,"{'neg': 0.366, 'neu': 0.553, 'pos': 0.081, 'compound': -0.7717}"
8743,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8744,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8745,"{'neg': 0.108, 'neu': 0.513, 'pos': 0.379, 'compound': 0.743}"
8746,"{'neg': 0.0, 'neu': 0.852, 'pos': 0.148, 'compound': 0.5106}"
8747,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8748,"{'neg': 0.0, 'neu': 0.857, 'pos': 0.143, 'compound': 0.3612}"
8749,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8750,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8751,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8752,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8753,"{'neg': 0.0, 'neu': 0.732, 'pos': 0.268, 'compound': 0.5106}"
8754,"{'neg': 0.156, 'neu': 0.844, 'pos': 0.0, 'compound': -0.34}"
8755,"{'neg': 0.139, 'neu': 0.861, 'pos': 0.0, 'compound': -0.2732}"
8756,"{'neg': 0.0, 'neu': 0.654, 'pos': 0.346, 'compound': 0.6486}"
8757,"{'neg': 0.0, 'neu': 0.807, 'pos': 0.193, 'compound': 0.5562}"
8758,"{'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.4019}"
8759,"{'neg': 0.161, 'neu': 0.839, 'pos': 0.0, 'compound': -0.3182}"
8760,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8761,"{'neg': 0.0, 'neu': 0.947, 'pos': 0.053, 'compound': 0.25}"
8762,"{'neg': 0.0, 'neu': 0.623, 'pos': 0.377, 'compound': 0.8519}"
8763,"{'neg': 0.191, 'neu': 0.809, 'pos': 0.0, 'compound': -0.3818}"
8764,"{'neg': 0.0, 'neu': 0.825, 'pos': 0.175, 'compound': 0.1779}"
8765,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8766,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8767,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8768,"{'neg': 0.0, 'neu': 0.866, 'pos': 0.134, 'compound': 0.1779}"
8769,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8770,"{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.3818}"
8771,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8772,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8773,"{'neg': 0.0, 'neu': 0.796, 'pos': 0.204, 'compound': 0.685}"
8774,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8775,"{'neg': 0.122, 'neu': 0.776, 'pos': 0.102, 'compound': -0.126}"
8776,"{'neg': 0.0, 'neu': 0.763, 'pos': 0.237, 'compound': 0.4767}"
8777,"{'neg': 0.35, 'neu': 0.65, 'pos': 0.0, 'compound': -0.5826}"
8778,"{'neg': 0.0, 'neu': 0.623, 'pos': 0.377, 'compound': 0.8519}"
8779,"{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.4019}"
8780,"{'neg': 0.0, 'neu': 0.623, 'pos': 0.377, 'compound': 0.8519}"
8781,"{'neg': 0.203, 'neu': 0.797, 'pos': 0.0, 'compound': -0.4215}"
8782,"{'neg': 0.0, 'neu': 0.9, 'pos': 0.1, 'compound': 0.25}"
8783,"{'neg': 0.0, 'neu': 0.623, 'pos': 0.377, 'compound': 0.8519}"
8784,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8785,"{'neg': 0.0, 'neu': 0.866, 'pos': 0.134, 'compound': 0.1779}"
8786,"{'neg': 0.0, 'neu': 0.663, 'pos': 0.337, 'compound': 0.9036}"
8787,"{'neg': 0.0, 'neu': 0.773, 'pos': 0.227, 'compound': 0.6124}"
8788,"{'neg': 0.174, 'neu': 0.722, 'pos': 0.104, 'compound': -0.3736}"
8789,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8790,"{'neg': 0.0, 'neu': 0.49, 'pos': 0.51, 'compound': 0.9399}"
8791,"{'neg': 0.135, 'neu': 0.774, 'pos': 0.091, 'compound': -0.0772}"
8792,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8793,"{'neg': 0.0, 'neu': 0.695, 'pos': 0.305, 'compound': 0.8306}"
8794,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8795,"{'neg': 0.067, 'neu': 0.933, 'pos': 0.0, 'compound': -0.128}"
8796,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8797,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8798,"{'neg': 0.0, 'neu': 0.856, 'pos': 0.144, 'compound': 0.4019}"
8799,"{'neg': 0.0, 'neu': 0.6, 'pos': 0.4, 'compound': 0.8402}"
8800,"{'neg': 0.0, 'neu': 0.896, 'pos': 0.104, 'compound': 0.4404}"
8801,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8802,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.6124}"
8803,"{'neg': 0.0, 'neu': 0.93, 'pos': 0.07, 'compound': 0.3182}"
8804,"{'neg': 0.0, 'neu': 0.623, 'pos': 0.377, 'compound': 0.8519}"
8805,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8806,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8807,"{'neg': 0.0, 'neu': 0.75, 'pos': 0.25, 'compound': 0.4588}"
8808,"{'neg': 0.242, 'neu': 0.758, 'pos': 0.0, 'compound': -0.3034}"
8809,"{'neg': 0.0, 'neu': 0.93, 'pos': 0.07, 'compound': 0.2225}"
8810,"{'neg': 0.0, 'neu': 0.623, 'pos': 0.377, 'compound': 0.9169}"
8811,"{'neg': 0.0, 'neu': 0.815, 'pos': 0.185, 'compound': 0.3612}"
8812,"{'neg': 0.0, 'neu': 0.753, 'pos': 0.247, 'compound': 0.802}"
8813,"{'neg': 0.32, 'neu': 0.68, 'pos': 0.0, 'compound': -0.5106}"
8814,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8815,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8816,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8817,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8818,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8819,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8820,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8821,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8822,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8823,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.4215}"
8824,"{'neg': 0.0, 'neu': 0.882, 'pos': 0.118, 'compound': 0.4215}"
8825,"{'neg': 0.052, 'neu': 0.948, 'pos': 0.0, 'compound': -0.4278}"
8826,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8827,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8828,"{'neg': 0.0, 'neu': 0.856, 'pos': 0.144, 'compound': 0.4019}"
8829,"{'neg': 0.0, 'neu': 0.841, 'pos': 0.159, 'compound': 0.1779}"
8830,"{'neg': 0.0, 'neu': 0.84, 'pos': 0.16, 'compound': 0.4588}"
8831,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8832,"{'neg': 0.0, 'neu': 0.708, 'pos': 0.292, 'compound': 0.7906}"
8833,"{'neg': 0.0, 'neu': 0.824, 'pos': 0.176, 'compound': 0.4588}"
8834,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8835,"{'neg': 0.281, 'neu': 0.719, 'pos': 0.0, 'compound': -0.6486}"
8836,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8837,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8838,"{'neg': 0.0, 'neu': 0.818, 'pos': 0.182, 'compound': 0.7206}"
8839,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8840,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.2023}"
8841,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8842,"{'neg': 0.066, 'neu': 0.689, 'pos': 0.246, 'compound': 0.7574}"
8843,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8844,"{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.3612}"
8845,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8846,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8847,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8848,"{'neg': 0.184, 'neu': 0.816, 'pos': 0.0, 'compound': -0.4019}"
8849,"{'neg': 0.058, 'neu': 0.808, 'pos': 0.134, 'compound': 0.4019}"
8850,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8851,"{'neg': 0.0, 'neu': 0.884, 'pos': 0.116, 'compound': 0.5267}"
8852,"{'neg': 0.163, 'neu': 0.837, 'pos': 0.0, 'compound': -0.4404}"
8853,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8854,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8855,"{'neg': 0.0, 'neu': 0.898, 'pos': 0.102, 'compound': 0.1779}"
8856,"{'neg': 0.044, 'neu': 0.904, 'pos': 0.052, 'compound': 0.0572}"
8857,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8858,"{'neg': 0.0, 'neu': 0.712, 'pos': 0.288, 'compound': 0.4995}"
8859,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8860,"{'neg': 0.0, 'neu': 0.802, 'pos': 0.198, 'compound': 0.4939}"
8861,"{'neg': 0.172, 'neu': 0.828, 'pos': 0.0, 'compound': -0.3612}"
8862,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8863,"{'neg': 0.141, 'neu': 0.777, 'pos': 0.083, 'compound': -0.296}"
8864,"{'neg': 0.0, 'neu': 0.552, 'pos': 0.448, 'compound': 0.9041}"
8865,"{'neg': 0.0, 'neu': 0.68, 'pos': 0.32, 'compound': 0.8561}"
8866,"{'neg': 0.0, 'neu': 0.818, 'pos': 0.182, 'compound': 0.4588}"
8867,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8868,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8869,"{'neg': 0.133, 'neu': 0.867, 'pos': 0.0, 'compound': -0.3818}"
8870,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8871,"{'neg': 0.036, 'neu': 0.747, 'pos': 0.216, 'compound': 0.7184}"
8872,"{'neg': 0.074, 'neu': 0.851, 'pos': 0.074, 'compound': 0.0}"
8873,"{'neg': 0.116, 'neu': 0.793, 'pos': 0.091, 'compound': -0.296}"
8874,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.4588}"
8875,"{'neg': 0.098, 'neu': 0.902, 'pos': 0.0, 'compound': -0.565}"
8876,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8877,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8878,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8879,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8880,"{'neg': 0.0, 'neu': 0.784, 'pos': 0.216, 'compound': 0.296}"
8881,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8882,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4939}"
8883,"{'neg': 0.0, 'neu': 0.95, 'pos': 0.05, 'compound': 0.3182}"
8884,"{'neg': 0.115, 'neu': 0.885, 'pos': 0.0, 'compound': -0.357}"
8885,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8886,"{'neg': 0.0, 'neu': 0.901, 'pos': 0.099, 'compound': 0.296}"
8887,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8888,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8889,"{'neg': 0.192, 'neu': 0.632, 'pos': 0.177, 'compound': -0.0601}"
8890,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8891,"{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.34}"
8892,"{'neg': 0.0, 'neu': 0.877, 'pos': 0.123, 'compound': 0.6369}"
8893,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8894,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8895,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8896,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8897,"{'neg': 0.141, 'neu': 0.859, 'pos': 0.0, 'compound': -0.4215}"
8898,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8899,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8900,"{'neg': 0.178, 'neu': 0.822, 'pos': 0.0, 'compound': -0.2551}"
8901,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8902,"{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.3182}"
8903,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8904,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.2023}"
8905,"{'neg': 0.137, 'neu': 0.863, 'pos': 0.0, 'compound': -0.4019}"
8906,"{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.3612}"
8907,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8908,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8909,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8910,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8911,"{'neg': 0.0, 'neu': 0.476, 'pos': 0.524, 'compound': 0.5106}"
8912,"{'neg': 0.0, 'neu': 0.928, 'pos': 0.072, 'compound': 0.3612}"
8913,"{'neg': 0.0, 'neu': 0.888, 'pos': 0.112, 'compound': 0.4404}"
8914,"{'neg': 0.0, 'neu': 0.75, 'pos': 0.25, 'compound': 0.25}"
8915,"{'neg': 0.092, 'neu': 0.552, 'pos': 0.356, 'compound': 0.6486}"
8916,"{'neg': 0.119, 'neu': 0.596, 'pos': 0.284, 'compound': 0.5574}"
8917,"{'neg': 0.0, 'neu': 0.815, 'pos': 0.185, 'compound': 0.5927}"
8918,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8919,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8920,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8921,"{'neg': 0.052, 'neu': 0.875, 'pos': 0.073, 'compound': -0.0}"
8922,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8923,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8924,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8925,"{'neg': 0.273, 'neu': 0.469, 'pos': 0.258, 'compound': -0.0343}"
8926,"{'neg': 0.136, 'neu': 0.864, 'pos': 0.0, 'compound': -0.296}"
8927,"{'neg': 0.128, 'neu': 0.872, 'pos': 0.0, 'compound': -0.3597}"
8928,"{'neg': 0.156, 'neu': 0.844, 'pos': 0.0, 'compound': -0.34}"
8929,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.8016}"
8930,"{'neg': 0.0, 'neu': 0.59, 'pos': 0.41, 'compound': 0.8885}"
8931,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8932,"{'neg': 0.0, 'neu': 0.795, 'pos': 0.205, 'compound': 0.2023}"
8933,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8934,"{'neg': 0.056, 'neu': 0.56, 'pos': 0.384, 'compound': 0.8481}"
8935,"{'neg': 0.0, 'neu': 0.944, 'pos': 0.056, 'compound': 0.0772}"
8936,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8937,"{'neg': 0.0, 'neu': 0.731, 'pos': 0.269, 'compound': 0.8481}"
8938,"{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0.3612}"
8939,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8940,"{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.8201}"
8941,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8942,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8943,"{'neg': 0.0, 'neu': 0.813, 'pos': 0.187, 'compound': 0.3182}"
8944,"{'neg': 0.075, 'neu': 0.925, 'pos': 0.0, 'compound': -0.1406}"
8945,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8946,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8947,"{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.2023}"
8948,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8949,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8950,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8951,"{'neg': 0.0, 'neu': 0.729, 'pos': 0.271, 'compound': 0.5904}"
8952,"{'neg': 0.136, 'neu': 0.864, 'pos': 0.0, 'compound': -0.296}"
8953,"{'neg': 0.0, 'neu': 0.784, 'pos': 0.216, 'compound': 0.0258}"
8954,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8955,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8956,"{'neg': 0.083, 'neu': 0.876, 'pos': 0.041, 'compound': -0.4215}"
8957,"{'neg': 0.0, 'neu': 0.59, 'pos': 0.41, 'compound': 0.8885}"
8958,"{'neg': 0.0, 'neu': 0.832, 'pos': 0.168, 'compound': 0.6166}"
8959,"{'neg': 0.0, 'neu': 0.932, 'pos': 0.068, 'compound': 0.0258}"
8960,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.4215}"
8961,"{'neg': 0.144, 'neu': 0.856, 'pos': 0.0, 'compound': -0.4019}"
8962,"{'neg': 0.0, 'neu': 0.602, 'pos': 0.398, 'compound': 0.5106}"
8963,"{'neg': 0.21, 'neu': 0.79, 'pos': 0.0, 'compound': -0.8202}"
8964,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8965,"{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.6808}"
8966,"{'neg': 0.0, 'neu': 0.789, 'pos': 0.211, 'compound': 0.34}"
8967,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8968,"{'neg': 0.0, 'neu': 0.892, 'pos': 0.108, 'compound': 0.1779}"
8969,"{'neg': 0.0, 'neu': 0.632, 'pos': 0.368, 'compound': 0.7034}"
8970,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8971,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8972,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8973,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8974,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8975,"{'neg': 0.245, 'neu': 0.755, 'pos': 0.0, 'compound': -0.3818}"
8976,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8977,"{'neg': 0.0, 'neu': 0.792, 'pos': 0.208, 'compound': 0.2732}"
8978,"{'neg': 0.0, 'neu': 0.832, 'pos': 0.168, 'compound': 0.6166}"
8979,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8980,"{'neg': 0.0, 'neu': 0.895, 'pos': 0.105, 'compound': 0.5719}"
8981,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8982,"{'neg': 0.0, 'neu': 0.944, 'pos': 0.056, 'compound': 0.3182}"
8983,"{'neg': 0.0, 'neu': 0.623, 'pos': 0.377, 'compound': 0.8519}"
8984,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8985,"{'neg': 0.0, 'neu': 0.906, 'pos': 0.094, 'compound': 0.4404}"
8986,"{'neg': 0.043, 'neu': 0.957, 'pos': 0.0, 'compound': -0.2942}"
8987,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8988,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8989,"{'neg': 0.0, 'neu': 0.695, 'pos': 0.305, 'compound': 0.6908}"
8990,"{'neg': 0.114, 'neu': 0.755, 'pos': 0.131, 'compound': 0.088}"
8991,"{'neg': 0.0, 'neu': 0.876, 'pos': 0.124, 'compound': 0.1779}"
8992,"{'neg': 0.0, 'neu': 0.814, 'pos': 0.186, 'compound': 0.4927}"
8993,"{'neg': 0.0, 'neu': 0.623, 'pos': 0.377, 'compound': 0.8519}"
8994,"{'neg': 0.0, 'neu': 0.623, 'pos': 0.377, 'compound': 0.8519}"
8995,"{'neg': 0.0, 'neu': 0.705, 'pos': 0.295, 'compound': 0.7964}"
8996,"{'neg': 0.174, 'neu': 0.826, 'pos': 0.0, 'compound': -0.2732}"
8997,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8998,"{'neg': 0.056, 'neu': 0.821, 'pos': 0.123, 'compound': 0.3535}"
8999,"{'neg': 0.092, 'neu': 0.65, 'pos': 0.258, 'compound': 0.765}"
9000,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
9001,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
9002,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
9003,"{'neg': 0.1, 'neu': 0.9, 'pos': 0.0, 'compound': -0.2732}"
9004,"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.802}"
9005,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
9006,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
9007,"{'neg': 0.133, 'neu': 0.781, 'pos': 0.086, 'compound': -0.2942}"
9008,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
9009,"{'neg': 0.0, 'neu': 0.951, 'pos': 0.049, 'compound': 0.296}"
9010,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.2023}"
9011,"{'neg': 0.0, 'neu': 0.757, 'pos': 0.243, 'compound': 0.6673}"
9012,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
9013,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
9014,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
9015,"{'neg': 0.125, 'neu': 0.875, 'pos': 0.0, 'compound': -0.3736}"
9016,"{'neg': 0.0, 'neu': 0.623, 'pos': 0.377, 'compound': 0.8519}"
9017,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
9018,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.296}"
9019,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
9020,"{'neg': 0.0, 'neu': 0.832, 'pos': 0.168, 'compound': 0.6166}"
9021,"{'neg': 0.0, 'neu': 0.722, 'pos': 0.278, 'compound': 0.4019}"
9022,"{'neg': 0.097, 'neu': 0.903, 'pos': 0.0, 'compound': -0.1027}"
9023,"{'neg': 0.054, 'neu': 0.686, 'pos': 0.26, 'compound': 0.8122}"
9024,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
9025,"{'neg': 0.255, 'neu': 0.545, 'pos': 0.2, 'compound': -0.1531}"
9026,"{'neg': 0.101, 'neu': 0.806, 'pos': 0.092, 'compound': -0.14}"
9027,"{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.6369}"
9028,"{'neg': 0.0, 'neu': 0.904, 'pos': 0.096, 'compound': 0.5267}"
9029,"{'neg': 0.0, 'neu': 0.743, 'pos': 0.257, 'compound': 0.2682}"
9030,"{'neg': 0.122, 'neu': 0.711, 'pos': 0.168, 'compound': 0.4215}"
9031,"{'neg': 0.0, 'neu': 0.806, 'pos': 0.194, 'compound': 0.34}"
9032,"{'neg': 0.0, 'neu': 0.778, 'pos': 0.222, 'compound': 0.5319}"
9033,"{'neg': 0.0, 'neu': 0.942, 'pos': 0.058, 'compound': 0.0772}"
9034,"{'neg': 0.155, 'neu': 0.845, 'pos': 0.0, 'compound': -0.5106}"
9035,"{'neg': 0.079, 'neu': 0.684, 'pos': 0.237, 'compound': 0.4588}"
